analysis_name,dataset_name,target_gene,clock_gene,significant,p_value,q_value,significant_after_fdr,effect_size_f2,effect_size_interpretation,significant_terms,tier
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Chek2,Cry1,FALSE,0.4646869477894797,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Chek2,Nr1d1,FALSE,0.47317919803911535,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Chek2,Per2,FALSE,0.4733098342724691,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Nr1d1,FALSE,0.47909838496591384,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Cry2,FALSE,0.557840414493544,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Per2,FALSE,0.5966955143890338,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Per1,FALSE,0.6086115981091602,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Cry1,FALSE,0.6091705054910208,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Nr1d2,FALSE,0.6179149791374006,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Myc,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bax,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Ccnd1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Lgr5,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Axin2,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Cdkn1a,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Ccnb1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Cdk1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Wee1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Tp53,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Mdm2,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Atm,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Chek2,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Bcl2,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Hif1a,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Pparg,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Sirt1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Per2,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Clock,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Per1,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Cry1,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Cry2,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Nr1d1,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Yap1,Nr1d2,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:07",GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv,Tead1,Arntl,FALSE,1,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Clock,TRUE,0.0013566621918117416,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Clock,TRUE,0.0016483665622870625,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Clock,TRUE,0.0020962280071905592,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Nr1d1,TRUE,0.002618382786688578,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Nr1d1,TRUE,0.00701332741484606,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Nr1d1,TRUE,0.007660139360913698,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Per2,TRUE,0.008587357432948473,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Cry1,TRUE,0.010038214038373683,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Clock,TRUE,0.01645204418253332,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Nr1d1,TRUE,0.022754150406746332,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Cry2,TRUE,0.023213661492764714,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Per2,TRUE,0.02508439753014624,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Per1,TRUE,0.0255771000109124,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Nr1d2,TRUE,0.025651655269714357,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Nr1d2,TRUE,0.026210645124841614,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Nr1d1,TRUE,0.027334674574457152,,FALSE,,,R_n_2_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Per1,TRUE,0.02821761691169189,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Cry1,TRUE,0.028646195682196618,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Per2,TRUE,0.028807565639004773,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Per2,TRUE,0.02908381051177855,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Cry1,TRUE,0.02925535150718428,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Clock,TRUE,0.030423985611974347,,FALSE,,,R_n_2_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnb1,Cry2,TRUE,0.030854251460725957,,FALSE,,,R_n_1_cos;R_n_1_sin;R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Cry1,TRUE,0.033839281276832,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Nr1d2,TRUE,0.033911402690124826,,FALSE,,,R_n_2_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Per1,TRUE,0.03465299932865151,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Cry1,TRUE,0.03677119838492193,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Mdm2,Clock,TRUE,0.03689417080308943,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Per2,TRUE,0.039603389910431996,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Pparg,Cry2,TRUE,0.039794598140724835,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Clock,TRUE,0.04138528548755804,,FALSE,,,R_n_1_cos,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Cry2,TRUE,0.041664586185933494,,FALSE,,,R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Cry2,TRUE,0.043871072191980165,,FALSE,,,R_n_1_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Myc,Clock,TRUE,0.0466644503910385,,FALSE,,,R_n_1_sin;R_n_2_sin,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Per2,FALSE,0.05177061480776235,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Per1,FALSE,0.05197118801938472,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Nr1d2,FALSE,0.05437438332180711,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Myc,Nr1d1,FALSE,0.056119959429304256,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tp53,Cry1,FALSE,0.05751874962875125,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Nr1d2,FALSE,0.0580912756072538,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Per1,FALSE,0.06200537219869928,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdk1,Clock,FALSE,0.06480848209303747,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Mdm2,Nr1d1,FALSE,0.07279995072574597,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Per1,FALSE,0.07600582721344562,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Sirt1,Nr1d2,FALSE,0.07808017013158253,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdk1,Nr1d1,FALSE,0.08235972115381318,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Tead1,Nr1d1,FALSE,0.08339836905916731,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Wee1,Cry2,FALSE,0.08560882608398446,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Nr1d1,FALSE,0.09531383856522324,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Per2,FALSE,0.10430457579004027,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Cry1,FALSE,0.10683502247980559,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Myc,Per2,FALSE,0.11138875926398617,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Myc,Cry1,FALSE,0.12046854371903981,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Clock,FALSE,0.12518631597625207,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Per2,FALSE,0.1268705196752049,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Cry1,FALSE,0.12752065003801327,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Nr1d2,FALSE,0.1292686434868744,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Per1,FALSE,0.13236387341598643,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Nr1d2,FALSE,0.13850466802295758,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Per1,FALSE,0.14015243739170047,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Mdm2,Per2,FALSE,0.1450555089383394,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Nr1d1,FALSE,0.14852588579314352,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Cry2,FALSE,0.14994390975592298,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdkn1a,Cry2,FALSE,0.15140073695015155,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Mdm2,Cry1,FALSE,0.15626753786955527,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Axin2,Clock,FALSE,0.16157256527171615,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnd1,Nr1d1,FALSE,0.1658231065267728,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdk1,Per2,FALSE,0.1661151843145352,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnd1,Clock,FALSE,0.16737827507901093,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnd1,Per2,FALSE,0.1723569001517431,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnd1,Cry1,FALSE,0.17369002619429663,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Hif1a,Cry2,FALSE,0.17590229889594067,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Hif1a,Per1,FALSE,0.17857297591541021,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Hif1a,Nr1d2,FALSE,0.17914535394898268,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Cdk1,Cry1,FALSE,0.17993640712261638,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Myc,Nr1d2,FALSE,0.18403540194636125,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Ccnd1,Nr1d2,FALSE,0.1852375218418172,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Hif1a,Cry1,FALSE,0.18552415268088263,,FALSE,,,,EXPLORE
Full Intestinal - APC Mutant (APC-Mut/BMAL-WT),GSE157357_APC-Mut_BMAL-WT_quant-norm_filtered_CT-header.csv.gz,Hif1a,Per2,FALSE,0.18672004619207172,,FALSE,,,,EXPLORE
